63.26421,-64.95628,99.25674,-144.71407,49.39278,-17.033491,121.94113,-48.267136,22.463545,-15.777312,15.171644,-18.455145,19.663935,-16.29054,15.236673,-47.238445,24.10048,-21.542658,9.082549,-20.830439,10.754705,-8.989135,77.71304,-38.82278,49.78169,-62.870735,44.877647,-52.93833,-19.12779,20.693535,1000.0
62.128017,-67.5695,103.28705,-176.88585,50.027554,-18.424595,104.110016,-49.24945,26.146473,-19.137766,12.345471,-16.855467,17.436142,-15.457308,13.919174,-40.167816,60.469074,-32.119324,10.299329,-14.147116,18.935036,-19.203983,51.81368,-47.14946,45.88093,-35.976517,36.502308,-61.818817,-20.991068,43.429012,1000.0
63.669147,-71.17396,150.91321,-108.77681,31.234594,-53.841255,40.646046,-51.76786,9.843085,-24.395496,16.295965,-28.524614,20.29317,-21.359646,21.172918,-32.163586,36.582222,-40.294075,6.8882732,-15.227095,13.288143,-19.20143,43.187992,-35.73677,32.852737,-44.484642,30.535511,-52.17396,-22.325748,33.776157,1000.0
55.793423,-38.267067,68.72364,-72.63972,34.343708,-34.66234,50.438705,-64.61921,18.432634,-19.126978,25.566725,-14.114723,22.773668,-16.573597,32.15564,-39.13033,39.93531,-37.980034,8.023622,-19.262503,15.324105,-19.225914,42.63224,-37.655907,32.26836,-47.424816,23.675894,-54.85568,-24.269709,32.976658,1000.0
76.43331,-44.28947,91.668015,-74.2846,37.949062,-38.77517,44.36481,-56.051525,19.548195,-21.208761,40.127026,-7.3936462,47.14872,-14.601509,28.214024,-15.19939,12.7817135,-12.09719,29.403383,-15.086266,11.189494,-44.80276,59.290176,-73.433304,54.559093,-33.46222,29.7011,-56.511826,-17.116867,17.522371,1000.0
72.21066,-63.71246,103.19173,-145.69011,50.063427,-15.624017,105.094505,-46.52512,20.975826,-15.105834,13.494732,-18.402212,20.355812,-17.241222,15.395053,-28.244701,24.36516,-17.901075,9.695371,-20.117682,9.778035,-15.372991,61.52299,-38.129997,44.747116,-59.308693,38.748516,-34.87818,-16.192204,18.850481,1000.0
57.090122,-48.257202,84.30525,-59.839302,29.649323,-31.687275,34.91913,-50.627045,22.610432,-28.938625,40.515755,-19.057747,28.714779,-13.815152,25.367851,-28.237703,19.690046,-13.891397,8.25353,-17.097555,10.450574,-11.01811,77.97752,-36.726044,50.2669,-58.971596,37.63718,-34.754044,-13.938763,24.609539,1000.0
70.2515,-53.71403,102.42793,-129.57559,49.572033,-16.24444,111.37761,-47.26102,25.90387,-14.33766,13.480544,-17.539196,20.5559,-15.073205,13.501236,-14.816653,15.771983,-13.073187,27.39784,-19.794973,11.7299,-38.322044,57.45038,-47.576805,44.790775,-36.67813,25.016935,-70.07304,-16.842436,18.908762,1000.0
56.250626,-90.61783,86.91624,-126.53387,37.28422,-20.177515,68.82442,-77.259476,21.17933,-22.832539,11.820521,-24.587687,19.583824,-30.469744,15.904546,-34.569176,34.38068,-30.487797,7.521029,-17.512123,13.412452,-16.804352,39.55685,-32.581657,35.118603,-49.74845,28.923622,-52.33946,-28.465446,33.273018,1000.0
75.542244,-47.881363,101.92611,-69.57636,41.770996,-40.052773,50.562725,-52.78406,19.474771,-25.108633,46.43993,-6.717267,45.412266,-15.839356,25.281748,-46.282497,25.259197,-20.91131,9.178365,-22.272701,10.267324,-8.816093,75.89169,-40.92989,47.382866,-57.64921,43.70481,-56.6557,-19.342867,19.0181,1000.0
