62.093334,-115.56112,140.7561,-153.50885,37.41204,-41.301975,46.880028,-65.74375,15.415629,-15.160492,19.432606,-25.054314,18.653767,-16.81654,15.760526,-16.696243,16.06705,-13.2899065,25.927797,-18.517673,11.679334,-36.03501,66.05514,-42.867764,42.297504,-37.40864,24.461359,-76.48729,-19.650463,18.610588,1000.0
53.03556,-87.3595,148.32613,-136.89638,35.85994,-48.601963,53.153942,-84.23624,12.600877,-17.286705,21.170662,-25.356245,17.81275,-19.534435,17.749586,-43.922398,38.854244,-37.63099,7.890349,-19.954401,14.234757,-23.258736,82.245125,-37.061916,35.566486,-62.81388,42.464977,-66.16567,-24.605564,26.67725,1000.0
41.04391,-54.990177,89.31243,-69.134224,36.993652,-37.315678,29.183487,-38.611095,18.409279,-27.617237,32.747074,-16.279491,26.27395,-20.321062,25.1467,-14.340669,15.5442505,-8.80897,28.628551,-14.479532,10.051226,-41.095184,57.15436,-66.61345,58.214447,-33.196762,31.433392,-40.82435,-17.669964,14.231275,1000.0
68.78352,-114.5655,124.40546,-135.99841,38.627502,-37.46203,65.07976,-58.312794,12.952155,-16.053007,15.4935,-28.793766,17.672249,-14.649216,17.532583,-16.293098,17.290596,-13.003052,31.330807,-16.057999,12.43421,-44.9255,70.96809,-66.969734,60.896557,-25.49128,27.752827,-54.82957,-18.027151,12.94521,1000.0
65.55683,-108.258545,133.77562,-147.2755,36.457882,-42.744602,46.537815,-69.23447,17.092073,-17.386694,19.490791,-22.767115,16.473692,-18.194693,17.131006,-32.277348,23.20457,-15.638705,9.394636,-20.026218,9.706294,-14.57692,49.163956,-41.778217,39.158333,-52.54467,33.694614,-28.521656,-12.628758,15.971397,1000.0
64.63039,-120.39412,153.12521,-147.1346,36.762024,-41.546276,50.7252,-71.46695,15.582043,-15.402473,21.167732,-27.281,18.743172,-15.760057,16.637089,-17.120394,16.97085,-14.0222645,25.36754,-18.407227,12.322195,-33.9667,61.832348,-39.030537,41.96149,-40.101,24.703205,-69.85855,-19.444284,16.733425,1000.0
51.32648,-80.900955,141.87909,-127.07164,32.88533,-59.77192,36.742588,-54.616104,10.605878,-15.084951,18.949137,-27.314396,25.233942,-17.163,14.660761,-27.92956,18.089527,-12.863087,7.294085,-15.988747,10.333044,-12.109157,63.64095,-35.049225,52.399544,-56.233387,35.831963,-37.423935,-14.084752,27.687794,1000.0
52.016052,-88.71735,138.56271,-134.15169,36.31551,-67.82362,33.00853,-53.004,9.367088,-16.236145,18.180925,-28.646753,24.607176,-16.765078,14.791293,-30.876472,22.869701,-16.710106,8.484669,-18.148415,7.872881,-13.105388,98.43827,-44.602898,39.86609,-62.553074,42.550823,-36.12775,-14.538289,17.26088,1000.0
40.921856,-87.90561,53.68075,-53.006565,45.76762,-29.873869,60.122604,-34.975666,25.57536,-50.827618,13.341377,-25.370296,11.756204,-17.81985,18.343594,-56.58474,23.564894,-18.903095,10.091123,-25.687302,11.46166,-7.518864,69.369255,-50.981094,51.6533,-52.54051,44.449593,-57.735462,-21.538416,19.573256,1000.0
69.99365,-49.32182,141.91048,-132.3493,50.047245,-16.3211,103.75008,-54.145496,19.485329,-12.639677,11.355022,-22.278074,24.114862,-17.583698,13.601937,-16.174328,14.604684,-9.410746,26.711874,-14.227519,10.592993,-48.95684,62.451855,-65.607056,61.040443,-31.976383,31.338886,-45.121037,-18.443432,14.589943,1000.0
53.707485,-46.671627,87.34381,-49.897655,31.103321,-26.681904,41.757915,-55.863,22.394804,-32.989258,46.789665,-16.339945,27.372818,-10.913014,25.853157,-38.455353,29.059813,-23.922749,7.882351,-20.08029,7.845023,-8.572237,67.59184,-45.602867,50.367706,-60.884007,42.240932,-62.389534,-20.916967,17.747055,1000.0
